Map,ID,Waypoint Type,Weather,Local Time,GMT Time,Time Zone,Latitude,Longitude,Image,Comment,URL
The Way Home,51663,Waypoint,thunder,2011-06-18 10:30:51,2011-06-18 15:30:51,-5.00,37.43288700,-88.51511500,http://trackmytour.com/media/photos/2011/06/18/1308411051x5456.jpg,It is still raining/thundering really hard. I have stayed put for the morning. It is silly to go out and be miserable and wet on the bike when I am (relatively) dry. It is ridiculous how many storms this area has had in the last few days.,http://trackmytour.com/6FCHJ#51663
The Way Home,51742,Waypoint,sunny,2011-06-18 16:39:29,2011-06-18 21:39:29,-5.00,37.60072000,-88.97938400,http://trackmytour.com/media/photos/2011/06/18/1308433169x5456.jpg,I should find a bike shop,http://trackmytour.com/6FCHJ#51742
The Way Home,51770,Camp,night_some_clouds,2011-06-18 21:31:08,2011-06-19 02:31:08,-5.00,37.72583000,-89.46203800,,Not the best camp.... It is pretty buggy.,http://trackmytour.com/6FCHJ#51770
The Way Home,51887,Waypoint,sunny,2011-06-19 10:13:53,2011-06-19 15:13:53,-5.00,37.83798800,-89.70027900,http://trackmytour.com/media/photos/2011/06/19/1308496433x5456.jpg,I need a shower.,http://trackmytour.com/6FCHJ#51887
The Way Home,51886,Waypoint,sunny,2011-06-19 11:35:08,2011-06-19 16:35:08,-5.00,37.91202800,-89.82376700,http://trackmytour.com/media/photos/2011/06/19/1308501308x5456.jpg,The home town of popeye.,http://trackmytour.com/6FCHJ#51886
The Way Home,51902,Waypoint,sunny,2011-06-19 12:41:07,2011-06-19 17:41:07,-5.00,37.90278200,-89.83661000,http://trackmytour.com/media/photos/2011/06/19/1308505267x5456.jpg,Crossing the Mississippi river.,http://trackmytour.com/6FCHJ#51902
The Way Home,51903,Waypoint,sunny,2011-06-19 12:57:45,2011-06-19 17:57:45,-5.00,37.89301700,-89.84204200,http://trackmytour.com/media/photos/2011/06/19/1308506265x5456.jpg,Missouri!,http://trackmytour.com/6FCHJ#51903
The Way Home,51934,Waypoint,sunny_some_clouds,2011-06-19 15:53:01,2011-06-19 20:53:01,-5.00,37.79768300,-90.17462500,http://trackmytour.com/media/photos/2011/06/19/1308516781x5456.jpg,,http://trackmytour.com/6FCHJ#51934
The Way Home,51961,Hostel,sunny_some_clouds,2011-06-19 18:45:23,2011-06-19 23:45:23,-5.00,37.78103600,-90.42278300,http://trackmytour.com/media/photos/2011/06/19/1308527123x5456.jpg,Al's place. A bike hostel in a former jail house. I get my own cell for the night.,http://trackmytour.com/6FCHJ#51961
The Way Home,52180,Waypoint,sunny_some_clouds,2011-06-20 11:27:07,2011-06-20 16:27:07,-5.00,37.78111100,-90.42307900,http://trackmytour.com/media/photos/2011/06/20/1308587227x5456.jpg,"I took the morning off in order to get my bike fixed. It got a new shifting cable and the cassette was tightened (the locking mechanism was so loose all the sprockets were wobbling). I am glad I stopped. Apparently, this is the last bike shop on the route until Colorado. They had no bright jerseys unfortunately.",http://trackmytour.com/6FCHJ#52180
The Way Home,52235,Waypoint,sunny,2011-06-20 15:13:17,2011-06-20 20:13:17,-5.00,37.54852000,-90.84719000,http://trackmytour.com/media/photos/2011/06/20/1308600797x5456.jpg,I am at Johnson shut-ins state park. It is a really neat place. They have a really impressive interpretive center. The ozarks are not that bad so far.,http://trackmytour.com/6FCHJ#52235
The Way Home,52302,Waypoint,sunny,2011-06-20 16:26:05,2011-06-20 21:26:05,-5.00,37.19396300,-91.15356400,,I am really hoping I will see a southern flying squirrel.,http://trackmytour.com/6FCHJ#52302
The Way Home,52268,Waypoint,sunny,2011-06-20 17:00:19,2011-06-20 22:00:19,-5.00,37.36941600,-90.97158800,http://trackmytour.com/media/photos/2011/06/20/1308607219x5456.jpg,,http://trackmytour.com/6FCHJ#52268
The Way Home,52303,Waypoint,sunny,2011-06-20 19:05:04,2011-06-21 00:05:04,-5.00,37.19723500,-91.10227200,http://trackmytour.com/media/photos/2011/06/21/1308614704x5456.jpg,2K finished,http://trackmytour.com/6FCHJ#52303
The Way Home,52304,Waypoint,sunny,2011-06-20 20:25:11,2011-06-21 01:25:11,-5.00,37.16396600,-91.19650400,http://trackmytour.com/media/photos/2011/06/21/1308619511x5456.jpg,This was one of the nicest areas that I have seen so far. The hills are crazy though. I got up to 45 mph on one of the long downhills.,http://trackmytour.com/6FCHJ#52304
The Way Home,52339,Camp,night_clear,2011-06-20 23:51:42,2011-06-21 04:51:42,-5.00,37.16385300,-91.19660700,,Amazing stars tonight. Very little light pollution.,http://trackmytour.com/6FCHJ#52339
The Way Home,52390,Waypoint,sunny_some_clouds,2011-06-21 08:49:10,2011-06-21 13:49:10,-5.00,37.15156100,-91.46392800,http://trackmytour.com/media/photos/2011/06/21/1308664150x5456.jpg,,http://trackmytour.com/6FCHJ#52390
The Way Home,52389,Waypoint,sunny_some_clouds,2011-06-21 09:42:08,2011-06-21 14:42:08,-5.00,37.17037900,-91.54053700,http://trackmytour.com/media/photos/2011/06/21/1308667328x5456.jpg,Tall fire tower.,http://trackmytour.com/6FCHJ#52389
The Way Home,52396,Waypoint,sunny_some_clouds,2011-06-21 11:25:32,2011-06-21 16:25:32,-5.00,37.24584500,-91.79158800,http://trackmytour.com/media/photos/2011/06/21/1308673532x5456.jpg,,http://trackmytour.com/6FCHJ#52396
The Way Home,52524,Waypoint,sunny,2011-06-21 17:49:34,2011-06-21 22:49:34,-5.00,37.27738400,-92.12400500,http://trackmytour.com/media/photos/2011/06/21/1308696574x5456.jpg,I hate dirt detours,http://trackmytour.com/6FCHJ#52524
The Way Home,52544,Camp,sunny,2011-06-21 20:25:19,2011-06-22 01:25:19,-5.00,37.25022600,-92.51075400,http://trackmytour.com/media/photos/2011/06/22/1308705919x5456.jpg,Camping in front of the courthouse. Small towns are great for cyclists.,http://trackmytour.com/6FCHJ#52544
The Way Home,52651,Waypoint,windy,2011-06-22 11:21:40,2011-06-22 16:21:40,-5.00,37.33837100,-92.90641200,,I can not believe how windy it is today.,http://trackmytour.com/6FCHJ#52651
The Way Home,52678,Waypoint,windy,2011-06-22 16:37:51,2011-06-22 21:37:51,-5.00,37.14906700,-93.27965700,http://trackmytour.com/media/photos/2011/06/22/1308778671x5456.jpg,Replacement jersey.,http://trackmytour.com/6FCHJ#52678
The Way Home,52725,Waypoint,windy,2011-06-22 20:13:32,2011-06-23 01:13:32,-5.00,37.34041100,-93.65741700,,"I just had an awful experience. I was riding along and a car was approaching in the opposite direction. A rabbit emerged from the bushes on the side of the road and darted across. It got about halfway, hears the car, turns and runs back to the bushes. Unfortunately, this is exactly where I am riding my bike. With two terrible bumps, the bunny made contact with both wheels. I am pretty sure that between the rabbit and me, I am the one that was more traumatized by the experience. When I glanced back, the bunny looked like it wad momentarily stunned but then quickly recovered and hopped to the side of the road.",http://trackmytour.com/6FCHJ#52725
The Way Home,52838,Breakfast,sunny,2011-06-23 07:26:54,2011-06-23 12:26:54,-5.00,37.33983500,-93.70725600,http://trackmytour.com/media/photos/2011/06/23/1308832014x5456.jpg,Breakfast: oatmeal and lots of sugar.,http://trackmytour.com/6FCHJ#52838
The Way Home,52885,Waypoint,sunny,2011-06-23 13:59:44,2011-06-23 18:59:44,-5.00,37.40657700,-94.61998300,http://trackmytour.com/media/photos/2011/06/23/1308855584x5456.jpg,Entering Kansas.,http://trackmytour.com/6FCHJ#52885
The Way Home,52986,Waypoint,thunder,2011-06-23 20:49:38,2011-06-24 01:49:38,-5.00,37.67919800,-95.45225000,http://trackmytour.com/media/photos/2011/06/24/1308880178x5456.jpg,Glad to have some nice flat straight roads today. It gave me the chance to stretch the legs and make lots of progress. A storm is rolling in.... I better quickly set up the tent.,http://trackmytour.com/6FCHJ#52986
The Way Home,53026,Waypoint,sunny,2011-06-24 08:20:10,2011-06-24 13:20:10,-5.00,37.66604900,-95.83273400,http://trackmytour.com/media/photos/2011/06/24/1308921610x5456.jpg,Wind is on my back. It is great to be able to ride fast.,http://trackmytour.com/6FCHJ#53026
The Way Home,53085,Waypoint,sunny,2011-06-24 12:52:45,2011-06-24 17:52:45,-5.00,37.84589300,-96.62048700,http://trackmytour.com/media/photos/2011/06/24/1308937965x5456.jpg,,http://trackmytour.com/6FCHJ#53085
The Way Home,53108,Waypoint,sunny,2011-06-24 14:07:08,2011-06-24 19:07:08,-5.00,38.04279000,-96.64586000,http://trackmytour.com/media/photos/2011/06/24/1308942428x5456.jpg,No turns for next 65 miles.,http://trackmytour.com/6FCHJ#53108
The Way Home,53166,Snack,sunny,2011-06-24 16:52:21,2011-06-24 21:52:21,-5.00,38.04357000,-97.34536000,http://trackmytour.com/media/photos/2011/06/24/1308952341x5456.jpg,Snack time.,http://trackmytour.com/6FCHJ#53166
The Way Home,53231,Waypoint,sunny,2011-06-24 21:26:47,2011-06-25 02:26:47,-5.00,38.05767600,-98.00882300,http://trackmytour.com/media/photos/2011/06/25/1308968807x5456.jpg,Today's total distance,http://trackmytour.com/6FCHJ#53231
The Way Home,53379,Waypoint,sunny,2011-06-25 12:46:05,2011-06-25 17:46:05,-5.00,38.15921900,-98.56077200,http://trackmytour.com/media/photos/2011/06/25/1309023965x5456.jpg,The prairie,http://trackmytour.com/6FCHJ#53379
The Way Home,53541,Waypoint,sunny,2011-06-25 17:41:03,2011-06-25 22:41:03,-5.00,38.26600600,-99.30868400,http://trackmytour.com/media/photos/2011/06/26/1309041663x5456.jpg,My feet were hot.,http://trackmytour.com/6FCHJ#53541
The Way Home,53725,Waypoint,sunny,2011-06-26 12:47:43,2011-06-26 17:47:43,-5.00,38.48302400,-100.83148400,http://trackmytour.com/media/photos/2011/06/26/1309110463x5456.jpg,The view for the last few days.,http://trackmytour.com/6FCHJ#53725
The Way Home,53799,Waypoint,sunny,2011-06-26 16:11:15,2011-06-26 21:11:15,-5.00,38.47474600,-100.90544300,http://trackmytour.com/media/photos/2011/06/26/1309122675x5456.jpg,Really hot today..... 104 F. I am taking an afternoon siesta in a park.,http://trackmytour.com/6FCHJ#53799
The Way Home,53841,Waypoint,sunny,2011-06-26 19:25:58,2011-06-27 00:25:58,-5.00,38.48216400,-101.23941600,http://trackmytour.com/media/photos/2011/06/27/1309134358x5456.jpg,New position for the solar panel in order to catch the late afternoon sun.,http://trackmytour.com/6FCHJ#53841
The Way Home,53851,Waypoint,sunny,2011-06-26 19:57:52,2011-06-27 01:57:52,-6.00,38.46839800,-101.57183100,http://trackmytour.com/media/photos/2011/06/27/1309139872x5456.jpg,I just crossed into the mountain time zone,http://trackmytour.com/6FCHJ#53851
The Way Home,54040,Waypoint,sunny,2011-06-27 09:47:26,2011-06-27 15:47:26,-6.00,38.46882500,-102.04549400,http://trackmytour.com/media/photos/2011/06/27/1309189646x5456.jpg,Colorado!,http://trackmytour.com/6FCHJ#54040
The Way Home,54140,Waypoint,sunny,2011-06-27 17:59:05,2011-06-27 23:59:05,-6.00,38.37209100,-103.32397700,http://trackmytour.com/media/photos/2011/06/27/1309219145x5456.jpg,A whole lot of nothing. Not a great time to daydream about ice-cream.,http://trackmytour.com/6FCHJ#54140
The Way Home,54300,Waypoint,sunny,2011-06-28 11:44:51,2011-06-28 17:44:51,-6.00,38.25912000,-104.88074000,http://trackmytour.com/media/photos/2011/06/28/1309283091x5456.jpg,Starting to see the mountains,http://trackmytour.com/6FCHJ#54300
The Way Home,54475,Waypoint,sunny,2011-06-28 20:50:09,2011-06-29 02:50:09,-6.00,38.13191700,-105.45991400,http://trackmytour.com/media/photos/2011/06/29/1309315809x5456.jpg,The wet mountain pass. It was a really cool canyon but a brutal climb.,http://trackmytour.com/6FCHJ#54475
The Way Home,54476,Waypoint,sunny,2011-06-28 21:21:35,2011-06-29 03:21:35,-6.00,38.16047600,-105.26310000,http://trackmytour.com/media/photos/2011/06/29/1309317695x5456.jpg,The summit at 9000 ft. I had an awful decent. I was riding into 35-40 mph winds. It was faster on the way up. I kept being blown all over the road. I stopped early and made friends with some locals. Westcliff is a really neat small town.,http://trackmytour.com/6FCHJ#54476
The Way Home,54611,Waypoint,sunny,2011-06-29 10:55:37,2011-06-29 16:55:37,-6.00,38.37075100,-105.68882100,http://trackmytour.com/media/photos/2011/06/29/1309366537x5456.jpg,I just passed the 3K mark.,http://trackmytour.com/6FCHJ#54611
The Way Home,54739,Waypoint,sunny,2011-06-29 23:11:12,2011-06-30 05:11:12,-6.00,38.54118400,-106.31641400,http://trackmytour.com/media/photos/2011/06/30/1309410672x5456.jpg,The continental divide,http://trackmytour.com/6FCHJ#54739
The Way Home,54830,Waypoint,sunny,2011-06-30 09:56:40,2011-06-30 15:56:40,-6.00,38.46770300,-107.27642200,http://trackmytour.com/media/photos/2011/06/30/1309449400x5456.jpg,Dillion pinnacles,http://trackmytour.com/6FCHJ#54830
The Way Home,54968,Waypoint,sunny,2011-06-30 18:25:26,2011-07-01 00:25:26,-6.00,38.15327900,-107.75614900,http://trackmytour.com/media/photos/2011/07/01/1309479926x5456.jpg,"Great bike path going into ridgeway, CO. It is a great little western town....and the inspiration for true grit.",http://trackmytour.com/6FCHJ#54968
The Way Home,54981,Camp,sunny,2011-06-30 20:31:48,2011-07-01 02:31:48,-6.00,38.10790100,-107.86494300,http://trackmytour.com/media/photos/2011/07/01/1309487508x5456.jpg,Tonight's view.... It may be the best yet.,http://trackmytour.com/6FCHJ#54981
The Way Home,55121,Waypoint,sunny,2011-07-01 11:41:04,2011-07-01 17:41:04,-6.00,37.94754200,-107.88944900,http://trackmytour.com/media/photos/2011/07/01/1309542064x5456.jpg,,http://trackmytour.com/6FCHJ#55121
The Way Home,55142,Waypoint,sunny,2011-07-01 13:03:36,2011-07-01 19:03:36,-6.00,37.92310300,-107.88356300,http://trackmytour.com/media/photos/2011/07/01/1309547016x5456.jpg,Telluride,http://trackmytour.com/6FCHJ#55142
The Way Home,55200,Waypoint,sunny,2011-07-01 14:24:46,2011-07-01 20:24:46,-6.00,37.81095100,-107.90882300,http://trackmytour.com/media/photos/2011/07/01/1309551886x5456.jpg,"Lizard head pass. Elv 10,222.",http://trackmytour.com/6FCHJ#55200
The Way Home,55419,Waypoint,sunny,2011-07-02 10:14:15,2011-07-02 16:14:15,-6.00,37.81695500,-109.04260400,http://trackmytour.com/media/photos/2011/07/02/1309623255x5456.jpg,Utah!,http://trackmytour.com/6FCHJ#55419
The Way Home,55527,Waypoint,sunny,2011-07-02 14:44:27,2011-07-02 20:44:27,-6.00,37.65968100,-109.44271800,http://trackmytour.com/media/photos/2011/07/02/1309639467x5456.jpg,"Swimming is great in the desert. You don't need a towel since you are dry the instant you get out. I am going to be in the canyonlands for the next 2+ days, so updates may be sparse.",http://trackmytour.com/6FCHJ#55527
The Way Home,55578,Waypoint,sunny,2011-07-02 19:23:00,2011-07-03 01:23:00,-6.00,37.58389700,-109.92900600,http://trackmytour.com/media/photos/2011/07/03/1309656180x5456.jpg,,http://trackmytour.com/6FCHJ#55578
The Way Home,55579,Waypoint,sunny,2011-07-02 19:23:11,2011-07-03 01:23:11,-6.00,37.64318100,-110.11269000,http://trackmytour.com/media/photos/2011/07/03/1309656191x5456.jpg,,http://trackmytour.com/6FCHJ#55579
The Way Home,55881,Waypoint,night_clear,2011-07-02 23:54:37,2011-07-03 05:54:37,-6.00,37.90799400,-110.37375200,http://trackmytour.com/media/photos/2011/07/03/1309672477x5456.jpg,A late night riding through the desert. The landscape reminds me of the spaceman spiff cartoons. You can really feel how vast and empty the desert is at night.,http://trackmytour.com/6FCHJ#55881
The Way Home,55895,Waypoint,sunny,2011-07-03 13:45:09,2011-07-03 19:45:09,-6.00,38.37019400,-110.70373500,http://trackmytour.com/media/photos/2011/07/03/1309722309x5456.jpg,Double bacon cheeseburger,http://trackmytour.com/6FCHJ#55895
The Way Home,56220,Waypoint,sunny,2011-07-04 15:33:08,2011-07-04 21:33:08,-6.00,38.28858900,-111.25202200,http://trackmytour.com/media/photos/2011/07/04/1309815188x5456.jpg,Hiking in capital reef national park with Allison.,http://trackmytour.com/6FCHJ#56220
The Way Home,56454,Waypoint,night_some_clouds,2011-07-04 22:33:14,2011-07-05 04:33:14,-6.00,37.92219600,-111.42535700,http://trackmytour.com/media/photos/2011/07/05/1309840394x5456.jpg,"4th of July in Boulder, UT. Much smaller the colorado one (the town had a population of 270). For such a small community they were really talented. The town hosted a open mike/talent show and there were lots of great musicians. I met a guy who brewed his own beer and he filled one of my water bottles. It was really good for a home brew.",http://trackmytour.com/6FCHJ#56454
The Way Home,56617,Lodging,thunder,2011-07-05 19:02:25,2011-07-06 01:02:25,-6.00,37.56852800,-112.05505400,,Staying in luxury tonight. It is really hard to say no to a free hotel bed after being on the road for this long.,http://trackmytour.com/6FCHJ#56617
The Way Home,56816,Waypoint,sunny_some_clouds,2011-07-06 11:37:18,2011-07-06 17:37:18,-6.00,37.63086000,-112.16443100,http://trackmytour.com/media/photos/2011/07/06/1309973838x5456.jpg,Bryce Canyon N.P.,http://trackmytour.com/6FCHJ#56816
The Way Home,56817,Waypoint,sunny_some_clouds,2011-07-06 11:39:22,2011-07-06 17:39:22,-6.00,37.58567000,-112.17350000,http://trackmytour.com/media/photos/2011/07/06/1309973962x5456.jpg,Not quite hiking appropriate footwear.,http://trackmytour.com/6FCHJ#56817
The Way Home,56826,Waypoint,sunny_some_clouds,2011-07-06 12:46:55,2011-07-06 18:46:55,-6.00,37.72220000,-112.26738000,http://trackmytour.com/media/photos/2011/07/06/1309978015x5456.jpg,Bike path sign..... Good downhill ahead.,http://trackmytour.com/6FCHJ#56826
The Way Home,57088,Waypoint,sunny_some_clouds,2011-07-06 17:33:17,2011-07-07 00:33:17,-7.00,37.63131000,-112.83092700,http://trackmytour.com/media/photos/2011/07/07/1309998797x5456.jpg,The cedar breaks. Great downhill for ~25 miles. Started in the snow and finished in the desert.,http://trackmytour.com/6FCHJ#57088
The Way Home,57100,Waypoint,sunny_some_clouds,2011-07-07 07:05:12,2011-07-07 13:05:12,-6.00,37.67942800,-113.05334000,http://trackmytour.com/media/photos/2011/07/07/1310043912x5456.jpg,Thanks Cory!,http://trackmytour.com/6FCHJ#57100
The Way Home,57275,Waypoint,thunder,2011-07-07 17:20:29,2011-07-07 23:20:29,-6.00,38.39534900,-113.01126100,http://trackmytour.com/media/photos/2011/07/07/1310080829x5456.jpg,Hydrate!,http://trackmytour.com/6FCHJ#57275
The Way Home,57327,Waypoint,overcast,2011-07-07 21:42:03,2011-07-08 03:42:03,-6.00,38.50751700,-113.51590900,http://trackmytour.com/media/photos/2011/07/08/1310096523x5456.jpg,,http://trackmytour.com/6FCHJ#57327
The Way Home,57361,Camp,thunder,2011-07-07 23:22:34,2011-07-08 05:22:34,-6.00,38.50752800,-113.51594300,http://trackmytour.com/media/photos/2011/07/08/1310102554x5456.jpg,My tent-mate. We are experiencing  a bit of separation anxiety.,http://trackmytour.com/6FCHJ#57361
The Way Home,57547,Waypoint,sunny,2011-07-08 17:13:48,2011-07-09 00:13:48,-7.00,38.92932700,-114.04555800,http://trackmytour.com/media/photos/2011/07/09/1310170428x5456.jpg,Nevada!,http://trackmytour.com/6FCHJ#57547
The Way Home,57548,Waypoint,sunny,2011-07-08 17:16:54,2011-07-09 00:16:54,-7.00,39.06625100,-114.46071200,http://trackmytour.com/media/photos/2011/07/09/1310170614x5456.jpg,,http://trackmytour.com/6FCHJ#57548
The Way Home,57877,Waypoint,sunny,2011-07-09 16:22:12,2011-07-09 23:22:12,-7.00,39.41126400,-115.59711500,http://trackmytour.com/media/photos/2011/07/09/1310253732x5456.jpg,"Route 50: ""the loneliest road in America""",http://trackmytour.com/6FCHJ#57877
The Way Home,57917,Waypoint,windy,2011-07-09 19:12:34,2011-07-10 02:12:34,-7.00,39.52646400,-116.34195700,http://trackmytour.com/media/photos/2011/07/10/1310263954x5456.jpg,"4,000 miles!",http://trackmytour.com/6FCHJ#57917
The Way Home,58213,Waypoint,night_clear,2011-07-10 21:58:00,2011-07-11 04:58:00,-7.00,39.28967100,-118.04427600,http://trackmytour.com/media/photos/2011/07/11/1310360280x5456.jpg,Riding along the old pony express trail.,http://trackmytour.com/6FCHJ#58213
The Way Home,58484,Swim,windy,2011-07-11 20:32:27,2011-07-12 03:32:27,-7.00,38.68963300,-118.76930200,http://trackmytour.com/media/photos/2011/07/12/1310441547x5456.jpg,Evening swim at Walker Lake. A refreshing end to a desiccating day.,http://trackmytour.com/6FCHJ#58484
The Way Home,58698,Waypoint,sunny,2011-07-12 15:27:16,2011-07-12 22:27:16,-7.00,38.16058700,-118.79782200,http://trackmytour.com/media/photos/2011/07/12/1310509636x5456.jpg,California!,http://trackmytour.com/6FCHJ#58698
The Way Home,58749,Waypoint,sunny,2011-07-12 19:31:16,2011-07-13 02:31:16,-7.00,37.95824800,-119.12061200,http://trackmytour.com/media/photos/2011/07/13/1310524276x5456.jpg,Mono lake,http://trackmytour.com/6FCHJ#58749
The Way Home,59084,Waypoint,sunny,2011-07-13 14:20:47,2011-07-13 21:20:47,-7.00,37.81076300,-119.48565500,http://trackmytour.com/media/photos/2011/07/14/1310592047x5456.jpg,,http://trackmytour.com/6FCHJ#59084
The Way Home,59085,Waypoint,sunny,2011-07-13 18:12:51,2011-07-14 01:12:51,-7.00,37.71413000,-119.72728000,http://trackmytour.com/media/photos/2011/07/15/1310605971x5456.jpg,Yosemite valley,http://trackmytour.com/6FCHJ#59085
The Way Home,59086,Waypoint,sunny,2011-07-13 19:58:21,2011-07-14 02:58:21,-7.00,37.67805500,-119.70896500,http://trackmytour.com/media/photos/2011/07/14/1310612301x5456.jpg,,http://trackmytour.com/6FCHJ#59086
The Way Home,59460,Waypoint,sunny,2011-07-14 10:59:24,2011-07-14 17:59:24,-7.00,37.32976500,-119.65072600,http://trackmytour.com/media/photos/2011/07/15/1310666364x5456.jpg,"Man vs. Machine...... Don't place money on the bike. It is a long story but here is the cliffnotes.  As I was cruising through yosemite, my cassette (back gears for all the non bikers) was not spinning freely. After much confusion/frustration, I noticed that one of the bolts connecting the rack to the frame was rubbing on the cassette. Further inspection revealed that the head of the bolt had sheared off which allowed the bolt to uncontrollably tighten. By cross threading the broken bolt with a nut I was able to tighten it enough to make it to the next town where I was able to get the bolt replaced. After so many miles it is not that surprising that things are falling apart.... everything only has to last a few more days.",http://trackmytour.com/6FCHJ#59460
The Way Home,59461,Waypoint,sunny,2011-07-14 16:12:59,2011-07-14 23:12:59,-7.00,37.14964500,-119.50172400,http://trackmytour.com/media/photos/2011/07/15/1310685179x5456.jpg,I think I have done more climbing the last 3 days than the entire time east of the Mississippi.....at least it has been quite scenic.,http://trackmytour.com/6FCHJ#59461
The Way Home,59455,Waypoint,night_clear,2011-07-14 22:54:20,2011-07-15 05:54:20,-7.00,36.86292600,-119.31451200,http://trackmytour.com/media/photos/2011/07/15/1310709260x5456.jpg,Moonrise (full?) over the lake,http://trackmytour.com/6FCHJ#59455
The Way Home,59882,Waypoint,sunny,2011-07-16 09:28:32,2011-07-16 16:28:32,-7.00,36.58004300,-118.75018400,http://trackmytour.com/media/photos/2011/07/16/1310833712x5456.jpg,Me+the bottom of one of the largest trees in the world,http://trackmytour.com/6FCHJ#59882
The Way Home,59937,Waypoint,sunny,2011-07-16 16:21:12,2011-07-16 23:21:12,-7.00,36.23171500,-118.87852800,http://trackmytour.com/media/photos/2011/07/17/1310858472x5456.jpg,,http://trackmytour.com/6FCHJ#59937
The Way Home,60219,Waypoint,sunny,2011-07-17 13:30:41,2011-07-17 20:30:41,-7.00,36.09571900,-118.53424100,http://trackmytour.com/media/photos/2011/07/17/1310934641x5456.jpg,Broken spoke......,http://trackmytour.com/6FCHJ#60219
The Way Home,60667,Waypoint,sunny,2011-07-17 22:37:19,2011-07-18 05:37:19,-7.00,35.75542800,-118.42266100,http://trackmytour.com/media/photos/2011/07/19/1310967439x5456.jpg,"Thanks to everyone who stopped and gave me a ride......It only took five rides to get to a bike shop. I definitely pick the worst places to break down.

My apologizes to all the loyal followers about the lack of updates. I have had extremely limited cell coverage in the mountains.",http://trackmytour.com/6FCHJ#60667
The Way Home,60668,Waypoint,sunny,2011-07-18 18:45:26,2011-07-19 01:45:26,-7.00,35.33226500,-118.58307800,http://trackmytour.com/media/photos/2011/07/19/1311039926x5456.jpg,Rolling again! A fabulous downhill through an oak filled canyon. Lots of twisting turns down two thousand feet with almost no cars.,http://trackmytour.com/6FCHJ#60668
The Way Home,60669,Airport,sunny,2011-07-18 22:48:52,2011-07-19 05:48:52,-7.00,35.22525200,-118.56672800,http://trackmytour.com/media/photos/2011/07/19/1311054532x5456.jpg,"Hanging out at the Keene helitack fire station. The firemen were kind enough to let me shower, share their dinner and camp on the lawn but i was unsuccessful in getting a ride.",http://trackmytour.com/6FCHJ#60669
The Way Home,60952,Waypoint,sunny,2011-07-19 10:03:42,2011-07-19 17:03:42,-7.00,35.05539700,-118.37009100,http://trackmytour.com/media/photos/2011/07/19/1311095022x5456.jpg,Wind farm = 43 mph downhill,http://trackmytour.com/6FCHJ#60952
The Way Home,60953,Waypoint,sunny,2011-07-19 16:05:30,2011-07-19 23:05:30,-7.00,34.57955200,-118.12796700,http://trackmytour.com/media/photos/2011/07/19/1311116730x5456.jpg,"In-n-out

1/6???",http://trackmytour.com/6FCHJ#60953
The Way Home,61196,Supper,sunny,2011-07-19 21:02:10,2011-07-20 04:02:10,-7.00,34.35870000,-118.10673600,http://trackmytour.com/media/photos/2011/07/20/1311134530x5456.jpg,"MRE. Vegetable patty in BBQ sauce, potato sticks, Wheat bread snack, osmotic cranberries, orange drink powder and a chocolate banana nut muffin top. What a feast.",http://trackmytour.com/6FCHJ#61196
The Way Home,61197,Waypoint,sunny,2011-07-20 09:21:19,2011-07-20 16:21:19,-7.00,34.26865000,-118.16958100,http://trackmytour.com/media/photos/2011/07/20/1311178879x5456.jpg,Smog!,http://trackmytour.com/6FCHJ#61197
The Way Home,61299,Waypoint,sunny,2011-07-20 13:46:50,2011-07-20 20:46:50,-7.00,34.00907800,-117.82304100,http://trackmytour.com/media/photos/2011/07/20/1311194810x5456.jpg,DBar,http://trackmytour.com/6FCHJ#61299
The Way Home,61358,End,sunny,2011-07-20 15:07:46,2011-07-20 22:07:46,-7.00,33.96270900,-117.84635800,http://trackmytour.com/media/photos/2011/07/20/1311199666x5456.jpg,"Brunswick, Maine to Diamond Bar, California.  4843 miles. Ride complete.",http://trackmytour.com/6FCHJ#61358
